date	open	high	close	low	volume	price_change	p_change	ma5	ma10	ma20	v_ma5	v_ma10	v_ma20	turnover
2016-06-23	8.98	9.02	8.96	8.86	128721.28	-0.09	-0.99	8.954	8.942	8.972	147141.74	165168.25	217783.71	0.65
2016-06-22	8.81	9.06	9.05	8.73	149843.69	0.17	1.91	8.944	8.976	8.954	150338.26	170338.8	217006.33	0.75
2016-06-21	8.98	9.23	8.88	8.83	195802.38	-0.03	-0.34	8.938	9.01	8.94	163664.36	182552.47	216812.03	0.99
2016-06-20	8.98	8.98	8.92	8.72	110873.62	-0.05	-0.56	8.912	9.074	8.933	150975.34	220000.97	213870.59	0.56
2016-06-17	8.95	9.1	8.96	8.89	150467.75	0.06	0.67	8.866	9.107	8.918	177926.05	249606.53	216649.29	0.76
2016-06-16	8.99	9.05	8.91	8.86	144703.88	-0.12	-1.33	8.93	9.118	8.896	183194.76	268491.62	215532.18	0.73
2016-06-15	8.6	9.15	9.02	8.56	216474.19	0.27	3.09	9.008	9.144	8.891	190339.34	303135.9	217724.1	1.09
2016-06-14	8.68	8.79	8.75	8.65	132357.25	0.08	0.92	9.082	9.091	8.872	201440.57	289590.57	211645.27	0.67
2016-06-13	9.1	9.15	8.69	8.65	245627.19	-0.59	-6.36	9.236	9.073	8.861	289026.6	286166.05	208616.76	1.24
2016-06-08	9.32	9.4	9.28	9.22	176811.28	-0.02	-0.21	9.348	9.069	8.857	321287.02	274103.38	201644.61	0.89
2016-06-07	9.36	9.45	9.3	9.22	180426.8	-0.09	-0.96	9.306	9.001	8.826	353788.48	270399.17	197192.49	0.91
2016-06-06	9.45	9.54	9.39	9.3	271980.31	-0.13	-1.37	9.28	8.931	8.797	415932.46	263673.86	192654.86	1.37
2016-06-03	9.22	9.8	9.52	9.12	570287.44	0.27	2.92	9.1	8.869	8.762	377740.57	251071.6	187959.08	2.87
